Sentence_ID,MT Tool,mt_output,en,ar,Linguistic Shift Type,Subtype,Sub-Subtype,Keyword,Best_Match,Severity_Level,Severity_Score,SubSubtype_WGT,TQA_Category,Shift_Group_Weight,TQA_Category_Weight,tier
2014/s/prst/2014/3/789:2,en_ar_DEEP,... مشددًا على أهمية التحقيق في [انتهاكات حقوق الإنسان المزعومة وانتهاكات القانون الإنساني الدولي]، بما في ذلك تلك التي حدثت طوال الأزمة، والتي ارتكبتها جميع الأطراف، بغض النظر عن وضعهم أو انتماءاتهم السياسية، والتأكيد من جديد على أن المسؤولين عن تلك الانتهاكات ويجب محاسبة مثل هذه الانتهاكات وتقديمها إلى العدالة بغض النظر عن انتماءاتهم السياسية، مع احترام حقوق المحتجزين...، وحث الحكومة على زيادة وتسريع جهودها لمكافحة الإفلات من العقاب،,"... stressing the importance of investigating [alleged human rights abuses and violations of international humanitarian law], including those that occurred throughout the ... crisis, committed by all parties, irrespective of their status or political affiliation, reaffirming that those responsible for such violations must be held accountable and brought to justice irrespective of their political affiliation, while respecting the rights of those in detention ..., urging the Government to increase and expedite its efforts to combat impunity,",وإذ يشدد على أهمية التحقيق في [الإساءات في مجال حقوق الإنسان وانتهاكات القانون الدولي الإنساني المزعوم ارتكابها من قبل جميع الأطراف]، ويشمل ذلك الانتهاكات التي وقعت أثناء الأزمة ...، وإذ يجدد التأكيد على وجوب مساءلة المسؤولين عن تلك الانتهاكات وكفالة تقديمهم إلى العدالة بصرف النظر عن انتماءاتهم السياسية، مع احترام حقوق الأشخاص المحتجزين ...، يحثّ الحكومة على زيادة وتسريع جهودها الرامية إلى مكافحة الإفلات من العقاب،,Syntactic Shift,Structural Error,Wrong Word Order,القانون الدولي الإنساني , القانون الإنساني الدولي,Major,3,0.2,Fluency,0.25,0.4375,Tier0
2005/s/2005/60/842:2,en_ar_DEEP,وكانت الانتهاكات من قبيل الهجمات المتعمدة على المدنيين، والهجمات العشوائية على المدنيين والأهداف المدنية، أو الهجمات على القرى التي تختبئ أو تؤوي المتمردين، والتي تسببت في ضرر غير متناسب للمدنيين، أو عمليات الإعدام الجماعية، فضلا عن التهجير القسري للمدنيين من منازلهم، واسعة النطاق ومنهجية وتصل إلى حد الجرائم ضد الإنسانية.,"Such violations as deliberate attacks on civilians, indiscriminate attacks on civilians and civilian objects or attacks on villages hiding or sheltering rebels, which caused disproportionate harm to civilians, or mass executions, as well as forced displacement of civilians from their homes, were widespread and systematic and amounted to crimes against humanity.",وكانت الانتهاكات من قبيل شن هجمات عن قصد على المدنيين، أو هجمات عشوائية على المدنيين وعلى أهداف مدنية، أو هجمات على القرى التي يختبئ فيها المتمردون أو تؤويهم والتي أسفرت عن إلحاق أضرار فادحة بالمدنيين، أو تنفيذ عمليات إعدام جماعي والترحيل القسري للمدنيين من مواطنهم، وهي انتهاكات ارتكبت على نطاق واسع وبشكل منهجي، وتعتبر جرائم ضد الإنسانية.,Syntactic  Shift,Syntactic Category Shift,Noun to Adjective,إعدام جماعي ,  الإعدام الجماعية,Moderate,2,0.025,Fluency,0.25,0.4375,Tier0
2011/s/2011/463/305:7,en_ar_DEEP,كما قامت كولومبيا وتشيلي وباراغواي وبيرو بإصدار تشريعات تمنح سلطات إنفاذ القانون فيها صلاحيات تحقيقية خاصة.,"Colombia, Chile, Paraguay and Peru have also enacted legislation giving their law enforcement authorities special investigative powers.",وقد سنّت باراغواي وبيرو وشيلي وكولومبيا تشريعات تمنح سلطات خاصة في مجال التحقيق للسلطات المعنية بإنفاذ القانون.,Syntactic  Shift,Syntactic Category Shift,Noun to Adjective,التحقيق,تحقيقية,Moderate,2,0.025,Fluency,0.25,0.4375,Tier0
2011/s/2011/245/51:2,en_ar_GOOGLE,الأول هو كيف يمكن للجنة أن تضمن على أفضل وجه أن تدابير الجزاءات تعزز السلام والاستقرار في أفغانستان، والثاني يتعلق باستمرار الطعون أمام المحاكم أمام تنفيذ الدول الأعضاء لهذه التدابير.,"The first is how the Committee can best ensure that the sanctions measures promote peace and stability in Afghanistan, and the second concerns continued court challenges to Member States' implementation of the measures.",وتتمثل المسألة الأولى في تحديد أفضل السبل التي يمكن للجنة من خلالها كفالة إسهام تدابير الجزاءات في تعزيز السلام والاستقرار في أفغانستان، وتتمثل المسألة الثانية في التحديات القضائية المستمرة التي تواجهها الدول الأعضاء في تنفيذ هذه التدابير.,Syntactic  Shift,Syntactic Category Shift,Adjective to Noun,المستمرة ,استمرار,Moderate,2,0.025,Fluency,0.25,0.4375,Tier0
2005/s/2005/60/563:4,en_ar_TRANSFORMERS,شن الهجوم بشكل رئيسي من قبل الجيش وقام الشعب العربي بالسرقة,The attack was conducted mainly by the military. The Arab people did the stealing.,وكانت القوات العسكرية هي التي شنت الهجوم أساسا، بينما قام العرب بأعمال السلب.,Syntactic Shift,Voice Shift,Active to Passive Voice,شنت الهجوم,شن الهجوم,Moderate,2,0.025,Style & Register,0.25,0.0525,Tier0
2005/s/2005/60/563:4,en_ar_GOOGLE,تم تنفيذ الهجوم بشكل رئيسي من قبل الجيش. الشعب العربي هو من قام بالسرقة.,The attack was conducted mainly by the military. The Arab people did the stealing.,وكانت القوات العسكرية هي التي شنت الهجوم أساسا، بينما قام العرب بأعمال السلب.,Syntactic Shift,Voice Shift,Active to Passive Voice,شنت الهجوم,تم تنفيذ الهجوم,Moderate,2,0.025,Style & Register,0.25,0.0525,Tier0
2005/s/2005/60/563:4,en_ar_DEEPL,وقد نفذ الهجوم بشكل رئيسي من قبل الجيش. وقام الشعب العربي بالسرقة.,The attack was conducted mainly by the military. The Arab people did the stealing.,وكانت القوات العسكرية هي التي شنت الهجوم أساسا، بينما قام العرب بأعمال السلب.,Syntactic Shift,Voice Shift,Active to Passive Voice,شنت الهجوم,نفذ الهجوم,Moderate,2,0.025,Style & Register,0.25,0.0525,Tier0
2002/s/2002/169/93:5,en_ar_GOOGLE,وتم نقل طائرات البعثة الأربع المتمركزة في غوما إلى كيغالي وجيسيني.,The four MONUC aircraft based at Goma were moved to Kigali and Gisenyi.,كما أن الطائرات الأربع التابعة للبعثة والموجودة في غوما، قد نُقلت إلى كيغالي وجيسيني.,Syntactic Shift,Voice Shift,Passive to Active Voice,نُقلت,تم نقل,Moderate,2,0.025,Style & Register,0.25,0.0525,Tier0
2005/s/2005/631/69:1,en_ar_DEEP,54 - تم إنشاء مقر البعثة المتكاملة لبعثة الأمم المتحدة لتحقيق الاستقرار في هايتي بالكامل في 27 حزيران/يونيه.,54. The MINUSTAH integrated Mission headquarters was fully established on 27 June.,54 - اكتمل إنشاء المقر المتكامل للبعثة في 27 حزيران/يونيه.,Syntactic Shift,Voice Shift,Passive to Active Voice,اكتمل إنشاء ,تم إنشاء,Moderate,2,0.025,Style & Register,0.25,0.0525,Tier0
2007/s/2007/677/102:2,en_ar_TRANSFORMERS,وقد اختير عدد قليل جدا لاستعراضه، وفي نهاية المطاف، بعد الانتهاء من جميع الإجراءات المبينة في المبادئ التوجيهية للجنة، بما في ذلك الجهود الرامية إلى الحصول على معلومات من الدول الأخرى ذات الصلة، انتهى الاستعراض دون إدخال أي تغييرات على القائمة.,"Very few were selected for review and ultimately, after all the procedures outlined in the Committee Guidelines had been completed, including efforts to obtain information from other relevant States, the review ended without any changes to the List.",واختير عدد قليل جدا للمراجعة، وفي نهاية الأمر، بعد إتمام كل الإجراءات المبينة في المبادئ التوجيهية للجنة، بما في ذلك الجهود الرامية إلى الحصول على معلومات من دول أخرى ذات صلة، انتهت المراجعة من دون إجراء أية تغييرات على القائمة.,Syntactic Shift,Voice Shift,Passive to Active Voice,اختير,قد تم اختيار,Moderate,2,0.025,Style & Register,0.25,0.0525,Tier0
2013/s/2013/447/22:4,en_ar_DEEPL,ينبغي للدول الامتناع عن إعاقة الجهات الفاعلة في المجال الإنساني في جهودها الرامية إلى إشراك الجماعات المسلحة من غير الدول لأغراض إنسانية، بما في ذلك القيام بأنشطة تهدف إلى تعزيز احترام القانون الإنساني الدولي.,"States should refrain from inhibiting humanitarian actors in their efforts to engage non-State armed groups for humanitarian purposes, including undertaking activities aimed at promoting respect for international humanitarian law.",وينبغي أن تمتنع الدول عن إعاقة الجهات الفاعلة في المجال الإنساني في جهودها الرامية إلى إشراك الجماعات المسلحة من غير الدول في الأغراض الإنسانية، بما في ذلك الاضطلاع بأنشطة ترمي إلى تعزيز احترام القانون الإنساني الدولي.,Pragmatic Divergence,Register Mismatch,Register Mismatch,الإضطلاع,القيام,Major,3,0.4,Style & Register,0.1,0.0525,Tier0
2005/s/2005/60/254:1,en_ar_TRANSFORMERS,121 - والجنجويد الذين يشير إليهم معظم الضحايا في النزاع الحالي هم مليشيات عربية تهاجم قرى هؤلاء الضحايا، وتركب الخيول أو الجمال، وتقتل ونهب وحرق واغتصاب.,"121. The Janjaweed to whom most victims refer in the current conflict are Arab militias that raid the villages of those victims, mounted on horses or camels, and kill, loot, burn and rape.","121 - ""الجنجويد"" الذين يشير إليهم معظم الضحايا في الصراع القائم هم مليشيات عربية تغير على قرى هؤلاء الضحايا ممتطين الخيول أو الجمال، يقتلون وينهبون ويحرقون ويغتصبون.",Pragmatic Divergence,Register Mismatch,Register Mismatch,الصراع القائم,النزاع الحالي,Major,3,0.4,Style & Register,0.1,0.0525,Tier0
2014/s/2014/935/80:2,en_ar_DEEPL,وأشار إلى أن فشل مجلس النواب اللبناني في انتخاب رئيس جديد للجمهورية قوّض استقرار لبنان وصموده منذ بداية النزاع في الجمهورية العربية السورية.,He also expressed that the failure of the Lebanese Parliament to elect a new President had undermined Lebanon's stability and its resilience since the beginning of the conflict in the Syrian Arab Republic.,وأوضح أيضا أن عدم انتخاب البرلمان اللبناني لرئيس جديد قوض استقرار لبنان وقدرته على الصمود منذ اندلاع النـزاع في الجمهورية العربية السورية.,Pragmatic Divergence,Register Mismatch,Register Mismatch,اندلاع النزاع,بداية الصراع,Major,3,0.4,Style & Register,0.1,0.0525,Tier0
2006/s/2006/822/15:3,en_ar_TRANSFORMERS,وتمكنت اللجنة من وضع سرد مفصل ودقيق لأحداث نيسان/أبريل وأيار/مايو التي أسفرت عن خسائر كبيرة في الأرواح وإصابات وأضرار واسعة النطاق في الممتلكات.,"The Commission has been able to establish a detailed and accurate narrative of the events of April and May which resulted in significant loss of life, injury and widespread property damage.",واستطاعت اللجنة إثبات سرد مفصل ودقيق لأحداث نيسان/أبريل وأيار/مايو التي أفضت إلى خسائر كبيرة في الأرواح وإلى وقوع إصابات وإلى إلحاق ضرر واسع النطاق بالممتلكات.,Pragmatic Divergence,Register Mismatch,Register Mismatch,أفضى إلى,أسفر عن,Major,3,0.4,Style & Register,0.1,0.0525,Tier0
2014/s/2014/902/70:4,en_ar_TRANSFORMERS,وأوقف النظام حوالي ٤٧ فردا يعتقد أنهم جندوا قسرا للانضمام إلى قوات النظام.,The regime arrested approximately 47 individuals who are believed to have been forcibly recruited to join the regime forces.,واعتقل النظام زهاء 47 فردا يُعتقد أنهم جُندوا قسرا في قوات النظام.,Pragmatic Divergence,Register Mismatch,Register Mismatch,زهاء,حوالي,Major,3,0.4,Style & Register,0.1,0.0525,Tier0
2006/s/2006/154/290:2,en_ar_TRANSFORMERS,وتتراوح المواقع بين المواقع التي أنشئت لتعزيز أفراد معينين، مثل شاميل باساييف في الشيشان، أو مجموعات، مثل لاشكار - إي - تاييبا في باكستان، وتلك التي تهدف إلى تبرير الإرهاب المتصل بتنظيم القاعدة بوجه عام، مثل صوت الجهاد، أو التي تقدم تدريبا إرهابيا، مثل البطتر.,"Sites range from those set up to promote particular individuals, such as Shamil Basayev in Chechnya, or groups, such as Lashkar-E-Tayyiba in Pakistan, to those that aim to justify Al-Qaida-related terrorism in general, such as Voice of Jihad, or offer terrorist training, such as Al-Battar.",وتتراوح المواقع ما بين تلك المنشأة من أجل الترويج لأفراد بعينهم مثل شامِل باساييف في الشيشان أو جماعات بعينها مثل لاشكار الطيبة في باكستان، إلى تلك التي تستهدف تبرير الإرهاب المتصل بتنظيم القاعدة بوجه عام مثل موقع صوت الجهاد، أو تلك التي تقدم التدريب الإرهابي مثل موقع البتّار.,Orthographic Shifts,Orthographic Issues,Spelling Error,البتار,البطتر,Minor,1,1.0,Fluency,0.05,0.4375,Tier0
2005/s/2005/60/540:11,en_ar_TRANSFORMERS,ثم قيل لي لاحقا ان ابي وأخي الاصغر قتلا ، كما قتل اربعة اشخاص آخرين.,I was later told that my father and younger brother had been killed. Four other people were also killed.,وأُبلغت بعدئذ أن أبي وأخي الأصغر قد قتلا. وقتل أيضا أربعة أشخاص آخرين.,Orthographic Shifts,Orthographic Issues,Spelling Error,أربعة , اربعة,Minor,1,1.0,Fluency,0.05,0.4375,Tier0
2012/s/prst/2012/23/21:2,en_ar_DEEP,ويكرر المجلس عزمه على مواصلة مكافحة الإفلات من العقاب بقوة ودعم المساءلة بالوسائل المناسبة.,The Council reiterates its intention to continue forcefully to fight impunity and uphold accountability with appropriate means.,ويؤكد المجلس من جديد عزمه على أن يواصل بقوة مكافحة الإفلات من العقاب ودعم المساءلة بالسبل المناسبة.,Pragmatic Divergence,Register Mismatch,Terminology Substitution,يؤكد المجلس,يكرر المجلس,Severe,4,0.6,Terminology,0.1,0.06,Tier0
2005/s/2005/572/141:1,en_ar_DEEP,62 - ولا تزال معظم الدول تعتمد على النظم المصممة لمكافحة الأشكال الأخرى من الجرائم المالية في التعامل مع تمويل الإرهاب.,62. Most States continue to rely on systems designed to combat other forms of financial crime to deal with the financing of terrorism.,62 - وما زالت أغلب الدول تتعامل مع تمويل الإرهاب بالاعتماد على نظم صممت لمكافحة أشكال أخرى من الجريمة المالية.,Pragmatic Divergence,Register Mismatch,Terminology Substitution,لمكافحة تمويل الإرهاب , التعامل مع تمويل الإرهاب,Severe,4,0.6,Terminology,0.1,0.06,Tier0
2009/s/2009/241/162:1,en_ar_TRANSFORMERS,ستُعقد القمة الثالثة لأمريكا الجنوبية والبلدان العربية في ليما، 2011.,"The Third South American and Arab Countries Summit will take place in Lima, 2011.",:: ستنعقد القمة الثالثة للدول العربية ودول أمريكا الجنوبية في مدينة ليما بجمهورية بيرو في النصف الأول من عام 2011.,Pragmatic Divergence,Register Mismatch,Terminology Substitution,الدول العربية , البلدان العربية,Severe,4,0.6,Terminology,0.1,0.06,Tier0
2012/s/prst/2012/22/10:3,en_ar_DEEPL,ويدعو الأمين العام للأمم المتحدة إلى مواصلة مساعيه الحميدة واستكشاف المزيد من الآليات الدبلوماسية الرفيعة المستوى، عند الاقتضاء، لتيسير تعزيز الحوار بين الأطراف المعنية، بما في ذلك بشأن الأسباب الكامنة وراء النزاع.,"It calls on the United Nations Secretary-General to continue his good offices and to explore, when appropriate, further high-level diplomatic mechanisms to facilitate enhanced dialogue between relevant parties, including on the underlying causes of the conflict.",ويهيب بالأمين العام للأمم المتحدة أن يواصل بذل مساعيه الحميدة والقيام، عند الاقتضاء، باستكشاف آليات أخرى دبلوماسية رفيعة المستوى من أجل تعزيز الحوار بين الأطراف المعنية بشأن مواضيع شتى منها الأسباب الكامنة للنزاع.,Pragmatic Divergence,Register Mismatch,Terminology Substitution,يهيب , يدعو,Severe,4,0.6,Terminology,0.1,0.06,Tier0
2005/s/2005/699/316:1,en_ar_DEEPL,103. نقلت القوات الجوية لكوت ديفوار جميع أصولها الجوية الناجية والمتضررة إلى قاعدتها الجوية في مطار أبيدجان الدولي.,103. FACI has moved all its surviving and damaged air assets to its Abidjan International Airport airbase.,103 - وقامت القوات الجوية لكوت ديفوار بنقل جميع عتادها الجوي السليم والمعطل إلى القاعدة الجوية بمطار أبيدجان الدولي.,Pragmatic Divergence,Register Mismatch,Terminology Substitution,عتادها الجوي,أصولها الجوية,Severe,4,0.6,Terminology,0.1,0.06,Tier0
