eval_id,Sentence_ID,Sub-Subtype,Keyword,Best_Match,ar,mt_output,en,Severity_Score,TQA_Category,tier,source,Q1_Error_Implemented,Q2_Linguistically_Correct,Q3_Minimal_Pair,Q4_Anchor_Accurate,Q5_Naturalness,Q6_Domain_Appropriate,Notes,Annotator_ID,eval_tier,Technical_Score,Quality_Score,Overall_Score,Status,anchor_validity,phenomenon_clarity,arabic_naturalness,collateral_severity,tier2_seed_recommendation
T2_EVAL_0212,TIER2_Noun_to_Adjective_b0168eb6,Noun to Adjective,التبرعات,التبرعية,واستذكر المجلس أهمية التبرعات لتوفير المساعدات الإنسانية العاجلة للاجئين في مناطق النزاع.,واستذكر المجلس أهمية التبرعية لتوفير المساعدات الإنسانية العاجلة للاجئين في مناطق النزاع.,The Council recalled the importance of donations to provide urgent humanitarian aid to refugees in conflict areas.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,4.0,1.0,1.0
T2_EVAL_0213,TIER2_Passive_to_Active_Voice_7c20f4e2,Passive to Active Voice,تم التفاوض,فاوض,يطلب إلى الدول الأعضاء أن يتم التفاوض على المعاهدة الجديدة بشفافية وشمولية.,يطلب إلى الدول الأعضاء أن تفاوض على المعاهدة الجديدة بشفافية وشمولية.,Member States are requested to negotiate the new treaty with transparency and inclusiveness.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,4.0,1.0,1.0
T2_EVAL_0214,TIER2_Noun_to_Adjective_24d0e9e5,Noun to Adjective,القيادة,القيادي,قرر مجلس الأمن تعزيز القيادة العسكرية في منطقة النزاع لضمان الاستقرار والأمن.,قرر مجلس الأمن تعزيز القيادي العسكرية في منطقة النزاع لضمان الاستقرار والأمن.,The Security Council decided to strengthen military leadership in the conflict area to ensure stability and security.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,2.0,1.0,0.0
T2_EVAL_0215,TIER2_Active_to_Passive_Voice_73271ecb,Active to Passive Voice,أوصت اللجنة,تم التوصية من قبل اللجنة,أوصت اللجنة بزيادة الدعم الإنساني للمتضررين من الأزمة في المنطقة.,تم التوصية من قبل اللجنة بزيادة الدعم الإنساني للمتضررين من الأزمة في المنطقة.,The committee recommended increasing humanitarian support for those affected by the crisis in the region.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,4.0,1.0,1.0
T2_EVAL_0216,TIER2_Gender_Disagreement_d089fad2,Gender Disagreement,التزاماتها,التزاماته,ناشد المجلس الدول الأعضاء بضرورة تعزيز التزاماتها القانونية في مجال حقوق الإنسان لضمان الامتثال الكامل للمعاهدات الدولية.,ناشد المجلس الدول الأعضاء بضرورة تعزيز التزاماته القانونية في مجال حقوق الإنسان لضمان الامتثال الكامل للمعاهدات الدولية.,The Council urged member states to strengthen their legal commitments in the field of human rights to ensure full compliance with international treaties.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0217,TIER2_Perfective_to_Progressive_b3590088,Perfective to Progressive,أدان,يدين,طالب المجلس بإجراءات حازمة بعدما أدان الهجمات المتكررة على المدنيين في المنطقة المتضررة من الأزمة.,طالب المجلس بإجراءات حازمة بعدما يدين الهجمات المتكررة على المدنيين في المنطقة المتضررة من الأزمة.,The council called for decisive actions after condemning the repeated attacks on civilians in the crisis-affected area.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0218,TIER2_Wrong_Word_Order_6c3535f4,Wrong Word Order,المادة الأولى من القانون,الأولى المادة من القانون,أشار تقرير الأمين العام إلى أهمية الامتثال لأحكام المادة الأولى من القانون لضمان العدالة الاجتماعية.,أشار تقرير الأمين العام إلى أهمية الامتثال لأحكام الأولى المادة من القانون لضمان العدالة الاجتماعية.,The Secretary-General's report highlighted the importance of complying with the provisions of Article One of the law to ensure social justice.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,4.0,1.0,1.0
T2_EVAL_0219,TIER2_Passive_to_Active_Voice_6573dc6d,Passive to Active Voice,طُبّقت,تم تطبيق,اعتمدت اللجنة الإجراءات بحيث طُبّقت القوانين الجديدة في كافة الدول الأعضاء.,اعتمدت اللجنة الإجراءات بحيث تم تطبيق القوانين الجديدة في كافة الدول الأعضاء.,The committee adopted procedures such that the new laws were implemented in all member states.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0220,TIER2_Register_Mismatch_985acd45,Register Mismatch,تنفيذ الاتفاقية,إتمام الصفقة,طالب الأمين العام جميع الأطراف المعنية بالإسراع في تنفيذ الاتفاقية المبرمة لتحقيق السلام والاستقرار في المنطقة.,طالب الأمين العام جميع الأطراف المعنية بالإسراع في إتمام الصفقة المبرمة لتحقيق السلام والاستقرار في المنطقة.,The Secretary-General called on all parties involved to expedite the implementation of the agreement concluded to achieve peace and stability in the region.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0221,TIER2_Hypernym_for_Hyponym_f4673ff2,Hypernym for Hyponym,المحادثات الثنائية,المفاوضات,حث الأمين العام الدولتين على استئناف المحادثات الثنائية لحل النزاع القائم بينهما وتعزيز العلاقات السلمية.,حث الأمين العام الدولتين على استئناف المفاوضات لحل النزاع القائم بينهما وتعزيز العلاقات السلمية.,The Secretary-General urged the two countries to resume bilateral talks to resolve the ongoing dispute and enhance peaceful relations.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0222,TIER2_Partial_Translation_4e59dc31,Partial Translation,الاستجابة الإنسانية السريعة,[OMITTED],طالب التقرير بضرورة توفير الاستجابة الإنسانية السريعة للفئات المتضررة من الكوارث الطبيعية والنزاعات المسلحة.,طالب التقرير بضرورة توفير للفئات المتضررة من الكوارث الطبيعية والنزاعات المسلحة.,The report called for the rapid humanitarian response to the groups affected by natural disasters and armed conflicts.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,4.0,1.0,1.0
T2_EVAL_0223,TIER2_Meaning_Shift_12526f96,Meaning Shift,المساعي الدبلوماسية,المبادرات الدبلوماسية,أيدت الدول الأعضاء المساعي الدبلوماسية للأمين العام لتعزيز السلام في المنطقة، مشددة على أهمية الحوار والتفاوض.,أيدت الدول الأعضاء المبادرات الدبلوماسية للأمين العام لتعزيز السلام في المنطقة، مشددة على أهمية الحوار والتفاوض.,"The member states supported the Secretary-General's diplomatic efforts to promote peace in the region, emphasizing the importance of dialogue and negotiation.",,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,3.0,3.0,5.0,1.0,1.0
T2_EVAL_0224,TIER2_Wrong_Structure_5d3fb964,Wrong Structure,الإجراءات الإنسانية الطارئة,الإجراءات الطارئة الإنسانية,ناشدت الأمم المتحدة الحكومات بضرورة تنفيذ الإجراءات الإنسانية الطارئة لتقديم المساعدة إلى الضحايا في المناطق المتضررة من الأزمة.,ناشدت الأمم المتحدة الحكومات بضرورة تنفيذ الإجراءات الطارئة الإنسانية لتقديم المساعدة إلى الضحايا في المناطق المتضررة من الأزمة.,The United Nations urged governments to urgently implement humanitarian emergency measures to assist the victims in crisis-affected areas.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0225,TIER2_Gender_Disagreement_60684cb8,Gender Disagreement,الأنشطة,النشاطات,اعتمد المجلس قرارًا يدين الأنشطة الإرهابية التي تهدد الأمن والسلم في المنطقة ويدعو جميع الدول إلى تعزيز التعاون لمنعها.,اعتمد المجلس قرارًا يدين النشاطات الإرهابية التي تهدد الأمن والسلم في المنطقة ويدعو جميع الدول إلى تعزيز التعاون لمنعها.,The council adopted a resolution condemning the terrorist activities that threaten security and peace in the region and calls on all countries to enhance cooperation to prevent them.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,1.0,1.0,5.0,1.0,0.0
T2_EVAL_0226,TIER2_Wrong_Structure_87056c2d,Wrong Structure,الممثل الدائم للأمم المتحدة في جنيف,المندوب الدائم للأمم المتحدة لدى جنيف,رحب الممثل الدائم للأمم المتحدة في جنيف بالتقدم المحرز في المفاوضات الخاصة بالاتفاقية الجديدة لحماية البيئة.,رحب المندوب الدائم للأمم المتحدة لدى جنيف بالتقدم المحرز في المفاوضات الخاصة بالاتفاقية الجديدة لحماية البيئة.,The Permanent Representative of the United Nations in Geneva welcomed the progress made in the negotiations on the new environmental protection agreement.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0227,TIER2_Literal_Translation_b2248c44,Literal Translation,شجرة معاونة,شجرة عائلة,دعا المندوب إلى استعراض شجرة معاونة للاجئين لتسهيل التحقق من هوياتهم وتوفير الدعم المناسب لكل أسرة.,دعا المندوب إلى استعراض شجرة عائلة للاجئين لتسهيل التحقق من هوياتهم وتوفير الدعم المناسب لكل أسرة.,The delegate called for reviewing a family tree of the refugees to facilitate identity verification and provide appropriate support to each family.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,3.0,3.0,5.0,1.0,1.0
T2_EVAL_0228,TIER2_Gender_Disagreement_d754c5af,Gender Disagreement,التكنولوجيا,التقنيات,يقرر أن التكنولوجيا الحديثة تلعب دوراً حاسماً في تعزيز الأمن السيبراني ومكافحة الإرهاب على مستوى العالم.,يقرر أن التقنيات الحديثة تلعب دوراً حاسماً في تعزيز الأمن السيبراني ومكافحة الإرهاب على مستوى العالم.,It is decided that modern technology plays a crucial role in enhancing cybersecurity and combating terrorism globally.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,1.0,1.0,5.0,1.0,0.0
T2_EVAL_0229,TIER2_Active_to_Passive_Voice_1140c538,Active to Passive Voice,استعادت القوات السيطرة,تمت استعادة السيطرة,وأعربت اللجنة عن تقديرها للجهود التي استعادت القوات السيطرة على المنطقة المتنازع عليها.,وأعربت اللجنة عن تقديرها للجهود التي تمت استعادة السيطرة على المنطقة المتنازع عليها.,The committee expressed its appreciation for the efforts that restored control over the disputed area.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,4.0,1.0,1.0
T2_EVAL_0230,TIER2_Adjective_to_Noun_b5583ed7,Adjective to Noun,الدولية,الدول,يقرر أن العلاقات الدولية تلعب دورًا حاسمًا في تعزيز السلام والاستقرار في المنطقة.,يقرر أن العلاقات الدول تلعب دورًا حاسمًا في تعزيز السلام والاستقرار في المنطقة.,It is decided that international relations play a critical role in promoting peace and stability in the region.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,3.0,1.0,1.0
T2_EVAL_0231,TIER2_Passive_to_Active_Voice_6418526c,Passive to Active Voice,أُجريت,تم إجراء,دعا الأمين العام إلى مراجعة شاملة لعمليات نزع السلاح التي أُجريت في المنطقة المتنازع عليها.,دعا الأمين العام إلى مراجعة شاملة لعمليات نزع السلاح التي تم إجراءها في المنطقة المتنازع عليها.,The Secretary-General called for a comprehensive review of the disarmament operations that were conducted in the disputed area.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,1.0,1.0,4.0,1.0,0.0
T2_EVAL_0232,TIER2_Hypernym_for_Hyponym_88626717,Hypernym for Hyponym,المعاهدة الدولية,الاتفاقية,تحث الجمعية الدول الأعضاء على الالتزام بأحكام المعاهدة الدولية المتعلقة بالحد من الأسلحة النووية وتعزيز السلام العالمي.,تحث الجمعية الدول الأعضاء على الالتزام بأحكام الاتفاقية المتعلقة بالحد من الأسلحة النووية وتعزيز السلام العالمي.,The Assembly urges member states to adhere to the provisions of the international treaty on nuclear disarmament and the promotion of global peace.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0233,TIER2_Register_Mismatch_e3511d70,Register Mismatch,إدارة الأزمات,التعامل مع المشاكل,أعرب الأمين العام عن أهمية تعزيز إدارة الأزمات في المناطق المتضررة لضمان تقديم المساعدات الطارئة بشكل فعال.,أعرب الأمين العام عن أهمية تعزيز التعامل مع المشاكل في المناطق المتضررة لضمان تقديم المساعدات الطارئة بشكل فعال.,The Secretary-General expressed the importance of strengthening crisis management in affected areas to ensure the effective delivery of emergency assistance.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0234,TIER2_Wrong_Word_Order_f10a27ad,Wrong Word Order,تسوية النزاعات السلمية,النزاعات السلمية تسوية,يؤكد التقرير على أهمية التعاون الدولي في تسوية النزاعات السلمية من خلال الوسائل الدبلوماسية والحوار البناء.,يؤكد التقرير على أهمية التعاون الدولي في النزاعات السلمية تسوية من خلال الوسائل الدبلوماسية والحوار البناء.,The report emphasizes the importance of international cooperation in the peaceful settlement of disputes through diplomatic means and constructive dialogue.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,3.0,1.0,1.0
T2_EVAL_0235,TIER2_Spelling_Error_5e57ef20,Spelling Error,السيادة,السياذة,أوصى مجلس الأمن بضرورة احترام السيادة الوطنية للدول الأعضاء في جميع الأوقات.,أوصى مجلس الأمن بضرورة احترام السياذة الوطنية للدول الأعضاء في جميع الأوقات.,The Security Council recommended the need to respect the national sovereignty of member states at all times.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0236,TIER2_Wrong_Word_Order_415de5bb,Wrong Word Order,الحوكمة الديمقراطية,الديمقراطية الحوكمة,وأعرب الأمين العام عن أهمية تعزيز الحوكمة الديمقراطية لضمان الاستقرار السياسي والتنمية المستدامة في المنطقة.,وأعرب الأمين العام عن أهمية تعزيز الديمقراطية الحوكمة لضمان الاستقرار السياسي والتنمية المستدامة في المنطقة.,The Secretary-General expressed the importance of strengthening democratic governance to ensure political stability and sustainable development in the region.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,4.0,1.0,1.0
T2_EVAL_0237,TIER2_Progressive_to_Perfective_64ab812a,Progressive to Perfective,تواصل البعثة الدبلوماسية تعزيز,عززت البعثة الدبلوماسية,لاحظت اللجنة أن البعثة الدبلوماسية تواصل البعثة الدبلوماسية تعزيز العلاقات الثنائية بين الدول الأعضاء.,لاحظت اللجنة أن البعثة الدبلوماسية عززت البعثة الدبلوماسية العلاقات الثنائية بين الدول الأعضاء.,The committee noted that the diplomatic mission continues to strengthen bilateral relations among member states.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,4.0,1.0,1.0
T2_EVAL_0238,TIER2_Register_Mismatch_ef587c1d,Register Mismatch,القوات المسلحة,الجيش,يدعو الأمين العام الدول الأعضاء إلى تعزيز التعاون بين القوات المسلحة لضمان الاستقرار الإقليمي.,يدعو الأمين العام الدول الأعضاء إلى تعزيز التعاون بين الجيش لضمان الاستقرار الإقليمي.,The Secretary-General calls on member states to enhance cooperation among the armed forces to ensure regional stability.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0239,TIER2_Tense_Shift_Under_Negation_c5accd3e,Tense Shift Under Negation,لم يتم تجاهل,لن يتم تجاهل,أيد المجلس البيان الذي أشار إلى أن حقوق الإنسان لم يتم تجاهلها خلال عملية حفظ السلام الجارية في المنطقة.,أيد المجلس البيان الذي أشار إلى أن حقوق الإنسان لن يتم تجاهلها خلال عملية حفظ السلام الجارية في المنطقة.,The council endorsed the statement indicating that human rights were not ignored during the ongoing peacekeeping process in the region.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0240,TIER2_Tanween_Omission_11ef0fef,Tanween Omission,مباشراً,مباشرا,يؤكد السفير في كلمته أن التزام الدول الأعضاء بتنفيذ القرارات الدولية سيساهم بشكلٍ مباشراً في تعزيز الأمن والاستقرار العالميين.,يؤكد السفير في كلمته أن التزام الدول الأعضاء بتنفيذ القرارات الدولية سيساهم بشكلٍ مباشرا في تعزيز الأمن والاستقرار العالميين.,The ambassador emphasizes in his speech that the commitment of member states to implementing international resolutions will directly contribute to enhancing global security and stability.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0241,TIER2_Noun_to_Adjective_590a2947,Noun to Adjective,الكارثة,الكارثية,واستذكر المجلس الجهود الدولية للتعامل مع الكارثة الإنسانية التي تواجهها المنطقة بسبب الفيضانات المستمرة.,واستذكر المجلس الجهود الدولية للتعامل مع الكارثية الإنسانية التي تواجهها المنطقة بسبب الفيضانات المستمرة.,The Council recalled international efforts to address the humanitarian disaster facing the region due to ongoing floods.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,4.0,1.0,1.0
T2_EVAL_0242,TIER2_Hyponym_for_Hypernym_a56d6ea8,Hyponym for Hypernym,المساعدات الإنسانية,المساعدات الغذائية,يؤكد المجلس على أهمية تقديم المساعدات الإنسانية للاجئين في المناطق المتضررة من النزاع المسلح.,يؤكد المجلس على أهمية تقديم المساعدات الغذائية للاجئين في المناطق المتضررة من النزاع المسلح.,The council emphasizes the importance of providing humanitarian aid to refugees in conflict-affected areas.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0243,TIER2_Tanween_Omission_60ed42ab,Tanween Omission,نهاراً,نهارا,واستذكر التقرير أنه يجب حماية المدنيين أثناء النزاعات، إذ لا يجوز استهدافهم نهاراً أو ليلاً بأي شكل من الأشكال.,واستذكر التقرير أنه يجب حماية المدنيين أثناء النزاعات، إذ لا يجوز استهدافهم نهارا أو ليلاً بأي شكل من الأشكال.,"The report recalled that civilians must be protected during conflicts, and they should not be targeted in any form, day or night.",,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0244,TIER2_Definiteness_Shift_99fe3f01,Definiteness Shift,الالتزامات,التزامات,يدعو الأمين العام الدول الأعضاء إلى الوفاء بالالتزامات الدولية وتعزيز التعاون لضمان الاستقرار العالمي.,يدعو الأمين العام الدول الأعضاء إلى الوفاء بالتزامات الدولية وتعزيز التعاون لضمان الاستقرار العالمي.,The Secretary-General calls on Member States to fulfill their international obligations and enhance cooperation to ensure global stability.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0245,TIER2_Definiteness_Shift_3f3d6494,Definiteness Shift,مشاورات شاملة,المشاورات الشاملة,يجب أن تُجرى مشاورات شاملة بين جميع الأطراف لضمان تنفيذ الاتفاقيات على نحو كامل.,يجب أن تُجرى المشاورات الشاملة بين جميع الأطراف لضمان تنفيذ الاتفاقيات على نحو كامل.,Comprehensive consultations must be conducted among all parties to ensure full implementation of the agreements.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0246,TIER2_Invalid_Pattern_a5b91035,Invalid Pattern,التزام,الإلزام,وأكدت الجمعية العامة على التزام الدول الأعضاء بتنفيذ الاتفاقيات الدولية المتعلقة بحقوق الإنسان دون تمييز.,وأكدت الجمعية العامة على الإلزام الدول الأعضاء بتنفيذ الاتفاقيات الدولية المتعلقة بحقوق الإنسان دون تمييز.,The General Assembly reaffirmed the commitment of Member States to implement international human rights agreements without discrimination.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,4.0,1.0,1.0
T2_EVAL_0247,TIER2_Meaning_Shift_cb8a09ec,Meaning Shift,التعاون,التنسيق,وأعاد الأمين العام التأكيد على أهمية التعاون بين الدول الأعضاء لتعزيز الحوكمة الرشيدة في المنطقة.,وأعاد الأمين العام التأكيد على أهمية التنسيق بين الدول الأعضاء لتعزيز الحوكمة الرشيدة في المنطقة.,The Secretary-General reiterated the importance of cooperation among member states to enhance good governance in the region.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,4.0,4.0,5.0,1.0,1.0
T2_EVAL_0248,TIER2_Progressive_to_Perfective_f16adaa2,Progressive to Perfective,تواصل الدول فرض,فرضت الدول,قرر المجلس أن تواصل الدول فرض العقوبات على الأفراد والكيانات المتورطة في أنشطة تهدد الأمن والسلم الدوليين.,قرر المجلس أن فرضت الدول العقوبات على الأفراد والكيانات المتورطة في أنشطة تهدد الأمن والسلم الدوليين.,The council decided that the states continue to impose sanctions on individuals and entities involved in activities threatening international peace and security.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,3.0,1.0,1.0
T2_EVAL_0249,TIER2_Definiteness_Shift_f7c1b644,Definiteness Shift,حماية دولية,الحماية الدولية,وشدد التقرير على ضرورة توفير حماية دولية للمدنيين في مناطق النزاع لضمان سلامتهم وأمنهم.,وشدد التقرير على ضرورة توفير الحماية الدولية للمدنيين في مناطق النزاع لضمان سلامتهم وأمنهم.,The report emphasized the need to provide international protection for civilians in conflict areas to ensure their safety and security.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0250,TIER2_Hypernym_for_Hyponym_fe323cbf,Hypernym for Hyponym,الأسلحة الكيميائية,الأسلحة,أعلن الأمين العام أن استخدام الأسلحة الكيميائية في النزاع يشكل انتهاكًا خطيرًا للقانون الدولي ويجب محاسبة المسؤولين عن ذلك.,أعلن الأمين العام أن استخدام الأسلحة في النزاع يشكل انتهاكًا خطيرًا للقانون الدولي ويجب محاسبة المسؤولين عن ذلك.,The Secretary-General announced that the use of chemical weapons in the conflict constitutes a serious violation of international law and those responsible must be held accountable.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0251,TIER2_Tense_Shift_Under_Negation_67903a82,Tense Shift Under Negation,لم يتم التعرف,لا يُعرَف,أعربت اللجنة الدولية للصليب الأحمر عن قلقها إزاء الأشخاص الذين لم يتم التعرف على مكانهم بعد النزاعات المسلحة الأخيرة، مؤكدة على أهمية احترام حقوق الإنسان.,أعربت اللجنة الدولية للصليب الأحمر عن قلقها إزاء الأشخاص الذين لا يُعرَف مكانهم بعد النزاعات المسلحة الأخيرة، مؤكدة على أهمية احترام حقوق الإنسان.,"The International Committee of the Red Cross expressed concern about the individuals whose whereabouts have not been identified following recent armed conflicts, emphasizing the importance of respecting human rights.",,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0252,TIER2_Passive_to_Active_Voice_f405b9fc,Passive to Active Voice,تمت مناقشة,ناقشت,حث الأمين العام على أن تمت مناقشة القضايا العالقة بين الدولتين بشكل بناء لتحقيق التعاون الإقليمي.,حث الأمين العام على أن ناقشت القضايا العالقة بين الدولتين بشكل بناء لتحقيق التعاون الإقليمي.,The Secretary-General urged that the outstanding issues between the two states be discussed constructively to achieve regional cooperation.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,3.0,1.0,1.0
T2_EVAL_0253,TIER2_Total_Omission_994b293b,Total Omission,القوات المسلحة,[OMITTED],يدعو الأمين العام إلى تعزيز التعاون الدولي لضمان الأمن والسلام من خلال دعم القوات المسلحة في عمليات حفظ السلام.,يدعو الأمين العام إلى تعزيز التعاون الدولي لضمان الأمن والسلام من خلال دعم في عمليات حفظ السلام.,The Secretary-General calls for enhanced international cooperation to ensure security and peace through supporting the armed forces in peacekeeping operations.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,4.0,1.0,1.0
T2_EVAL_0254,TIER2_Hypernym_for_Hyponym_b7f8c0fe,Hypernym for Hyponym,الأسلحة البيولوجية,الأسلحة,قرر المجلس فرض عقوبات على الدول التي تطور الأسلحة البيولوجية دون رقابة دولية.,قرر المجلس فرض عقوبات على الدول التي تطور الأسلحة دون رقابة دولية.,The council decided to impose sanctions on countries developing biological weapons without international oversight.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0255,TIER2_Active_to_Passive_Voice_8d4798bf,Active to Passive Voice,نقلت المعلومات,تم نقل المعلومات,تؤكد اللجنة أن القوات العسكرية نقلت المعلومات إلى المقر الرئيسي بسرعة وكفاءة.,تؤكد اللجنة أن تم نقل المعلومات إلى المقر الرئيسي بسرعة وكفاءة من قبل القوات العسكرية.,The committee confirms that the military forces transferred the information to the headquarters quickly and efficiently.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0256,TIER2_Perfective_to_Progressive_6257d841,Perfective to Progressive,أشار,يشير,أشار التقرير إلى تزايد أهمية التعاون الإقليمي لتحقيق السلام والأمن في المنطقة.,يشير التقرير إلى تزايد أهمية التعاون الإقليمي لتحقيق السلام والأمن في المنطقة.,The report indicated the growing importance of regional cooperation to achieve peace and security in the region.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,5.0,5.0,5.0,1.0,1.0
T2_EVAL_0257,TIER2_Passive_to_Active_Voice_89dcfbfd,Passive to Active Voice,وُقّعت,تم توقيع,يرحب المجلس بالاتفاقية الجديدة التي وُقّعت بين الدول الأعضاء لتعزيز التعاون الإقليمي.,يرحب المجلس بالاتفاقية الجديدة التي تم توقيعها بين الدول الأعضاء لتعزيز التعاون الإقليمي.,The council welcomes the new agreement that was signed between the member states to enhance regional cooperation.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,2.0,3.0,4.0,1.0,0.0
T2_EVAL_0258,TIER2_Wrong_Structure_a45deb10,Wrong Structure,التأكيد على أهمية الانتخابات,التشديد على الأهمية البالغة للانتخابات,دعا الأمين العام إلى التأكيد على أهمية الانتخابات في تحقيق الاستقرار السياسي والتنمية المستدامة في المنطقة.,دعا الأمين العام إلى التشديد على الأهمية البالغة للانتخابات في تحقيق الاستقرار السياسي والتنمية المستدامة في المنطقة.,The Secretary-General called for emphasizing the importance of elections in achieving political stability and sustainable development in the region.,,,Tier2,LLM_Generated,,,,,,,,,Tier2,0.0,0.3,0.12,REVIEW,1.0,1.0,5.0,1.0,0.0
