Sentence_ID,MT_Tool,seed_source,error_label,keyword,best_match,ocs_match_rule,clean_ar,error_ar,ocs,cps,sfr,csr,anchor_validity,phenomenon_clarity,arabic_naturalness,collateral_severity,tier2_seed_recommendation,tier2_seed_recommendation_final,cell15_status
2012/s/2012/79/52:1,en_ar_DEEP,TIER1_CLEAN_A,Terminology Substitution,المعنية,ذات الصلة,exact,34 - الشفافية مبدأ أساسي يوجه أعمال وأنشطة اللجنة، ويساعد في تعزيز الثقة، والتشجيع على زيادة التعاون، وتوعية الدول والمنظمات الدولية والإقليمية ودون الإقليمية المعنية والمجتمع المدني والقطاع الخاص بالمسائل ذات الصلة بالقرار 1540 (2004)، مما ييسر تنفيذ القرار من جانب الدول. 35 - والشفافية والاتصال الإعلامي مترابطان بشكل وثيق.,34 - الشفافية مبدأ أساسي يوجه عمل اللجنة وأنشطتها، مما يساعد على تعزيز الثقة وتعزيز التعاون وزيادة وعي الدول والمنظمات الدولية والإقليمية ودون الإقليمية ذات الصلة والمجتمع المدني والقطاع الخاص فيما يتعلق بالقضايا ذات الصلة بالحل. 1540 (2004)، مما يسهل تنفيذ القرار من قبل الدول. 35 - هناك ترابط وثيق بين الشفافية والتواصل مع وسائل الإعلام.,1.0,0.6727272727272727,0.9655686020851136,0.6607669616519174,5,5,4,3,1,1,success
2012/s/2012/796/5:1,en_ar_DEEP,TIER1_CLEAN_A,Total Omission,بموجب,[OMITTED],exact,وستواصل تركيا ممارسة حقوقها المكفولة بموجب القانون الدولي، في إطار من الامتثال التام للقواعد والأنظمة المرعية، كي تحمي مواطنيها وحدودها الوطنية.,وستواصل تركيا ممارسة حقوقها المنبثقة عن القانون الدولي مع الالتزام الكامل بالقواعد والأنظمة المعمول بها، من أجل حماية مواطنيها وحدودها الوطنية.,1.0,0.7272727272727273,0.9832459688186646,0.7083333333333333,5,5,5,2,1,1,success
2012/s/2012/797/45:1,en_ar_DEEP,TIER1_CLEAN_A,Total Omission,أخرى,[OMITTED],exact,2 - رسم بياني يبين خليج لاأونيون وجزيرة كونيخو، التي هي جزء ملحق بقطاع غواسكوران، الذي تم التأكيد على أنه خاضع لسيادة هندوراس بمقتضى حكم محكمة العدل الدولية الصادر في 11 أيلول/سبتمبر 1992، الذي أكده مرة أخرى الحكم الصادر في 18 كانون الأول/ديسمبر 2003، الذي قضي بعدم قبول ملتمس إعادة النظر المقدم من السلفادور بشأن قطاع غواسكوران.,2. شكل يوضح خليج لا يونيون وجزيرة كونيجو، الملحقة بقطاع غواسكاران والتي تم تأكيد خضوعها للسيادة الهندوراسية بموجب حكم محكمة العدل الدولية الصادر في 11 أيلول/سبتمبر 1992، كما تم تأكيد ذلك بموجب الحكم الصادر في 18 كانون الأول/ديسمبر 2003 إعلان عدم قبول طلب المراجعة الذي قدمته السلفادور بشأن قطاع غواسكاران.,1.0,0.7015384615384616,0.9113204479217528,0.7021276595744681,5,5,4,3,1,1,success
2012/s/2012/825/13:1,en_ar_DEEP,TIER1_CLEAN_A,Total Omission,حالة,[OMITTED],prefix_ال,بيان عن الحالة في مالي,بيان بشأن الوضع في مالي,1.0,0.7391304347826086,0.971952259540558,0.6956521739130435,5,5,5,1,1,1,success
2012/s/2012/947/921:1,en_ar_DEEP,TIER1_CLEAN_A,Total Omission,خاص,[OMITTED],both_ال_ة,يمكن أن تصدَّر معدات البند 13 باعتبارها جزءا من طائرة مأهولة أو من أحد السواتل أو بكميات ملائمة لقطع الغيار الخاصة بالطائرات المأهولة.,يجوز تصدير معدات البند 13 كجزء من طائرة مأهولة أو قمر صناعي أو بكميات مناسبة لقطع غيار الطائرات المأهولة.,1.0,0.6870229007633588,0.9277418851852416,0.6716417910447761,5,5,5,2,1,1,success
2012/s/2012/947/921:1,en_ar_DEEP,TIER1_CLEAN_A,Total Omission,خاص,[OMITTED],both_ال_ة,يمكن أن تصدَّر معدات البند 13 باعتبارها جزءا من طائرة مأهولة أو من أحد السواتل أو بكميات ملائمة لقطع الغيار الخاصة بالطائرات المأهولة.,يجوز تصدير معدات البند 13 كجزء من طائرة مأهولة أو قمر صناعي أو بكميات مناسبة لقطع غيار الطائرات المأهولة.,1.0,0.6870229007633588,0.9277418851852416,0.6716417910447761,5,5,5,2,1,1,success
2012/s/agenda/6743/4:1,en_ar_DEEP,TIER1_CLEAN_A,Total Omission,حالة,[OMITTED],prefix_ال,2 - الحالة في غينيا - بيساو.,2. الوضع في غينيا بيساو.,1.0,0.7083333333333333,0.9542107582092284,0.7142857142857143,5,5,5,1,1,1,success
2012/s/agenda/6744/4:1,en_ar_DEEP,TIER1_CLEAN_A,Total Omission,حالة,[OMITTED],prefix_ال,2 - الحالة في الشرق الأوسط.,2. الوضع في الشرق الأوسط.,1.0,0.8,0.974561095237732,0.7777777777777778,5,5,5,1,1,1,success
2012/s/agenda/6791/4:1,en_ar_DEEP,TIER1_CLEAN_A,Total Omission,حالة,[OMITTED],prefix_ال,2 - الحالة في الشرق الأوسط,2. الوضع في الشرق الأوسط,1.0,0.7916666666666666,0.9726656675338744,0.7692307692307692,5,5,5,1,1,1,success
2012/s/agenda/6876/4:1,en_ar_DEEP,TIER1_CLEAN_A,Total Omission,حالة,[OMITTED],prefix_ال,2 - الحالة في سيراليون.,2. الوضع في سيراليون.,1.0,0.7619047619047619,0.9609196782112122,0.7391304347826086,5,5,5,1,1,1,success
2012/s/inf/66/1631:1,en_ar_DEEP,TIER1_CLEAN_A,Total Omission,حالة,[OMITTED],prefix_ال,الحالة المتعلقة بجمهورية الكونغو الديمقراطية(),الوضع المتعلق بجمهورية الكونغو الديمقراطية,1.0,0.8571428571428572,0.8976501226425171,0.8478260869565217,5,5,5,1,1,1,success
2012/s/prst/2012/17/15:3,en_ar_DEEP,TIER1_CLEAN_A,Total Omission,خاص,[OMITTED],both_و_ة,كما يرحب مجلس الأمن بأوجه التحسن التي طرأت مؤخرا على إجراءات اللجنة المنشأة عملا بالقرارين 1267 (1999) و 1989 (2011)، وخاصة فيما يتعلق بالعمل الفعال والقيم الذي يضطلع به مكتب أمين المظالم المنشأ عملا بالقرار 1904 (2009).,ويرحب مجلس الأمن أيضا بالتحسينات التي أدخلت مؤخرا على إجراءات اللجنة المنشأة عملا بالقرارين 1267 (1999) و 1989 (2011)، ولا سيما فيما يتعلق بالعمل الفعال والقيم الذي يقوم به مكتب أمين المظالم المنشأ عملا بالقرار 1904 (2009). .,1.0,0.8711111111111112,0.9876118302345276,0.8755555555555555,5,5,4,2,1,1,success
2012/s/prst/2012/23/21:2,en_ar_TRANSFORMERS,TIER1_CLEAN_A,Total Omission,بقوة,[OMITTED],exact,ويؤكد المجلس من جديد عزمه على أن يواصل بقوة مكافحة الإفلات من العقاب ودعم المساءلة بالسبل المناسبة.,ويكرر المجلس تأكيد اعتزامه مواصلة مكافحة الإفلات من العقاب ودعم المساءلة بالوسائل المناسبة.,1.0,0.7578947368421053,0.962658703327179,0.7373737373737373,5,5,5,2,1,1,success
2012/s/prst/2012/23/21:2,en_ar_TRANSFORMERS,TIER1_CLEAN_A,Total Omission,بقوة,[OMITTED],exact,ويؤكد المجلس من جديد عزمه على أن يواصل بقوة مكافحة الإفلات من العقاب ودعم المساءلة بالسبل المناسبة.,ويكرر المجلس تأكيد اعتزامه مواصلة مكافحة الإفلات من العقاب ودعم المساءلة بالوسائل المناسبة.,1.0,0.7578947368421053,0.962658703327179,0.7373737373737373,5,5,5,2,1,1,success
2012/s/prst/2012/23/9:1,en_ar_DEEP,TIER1_CLEAN_A,Register Mismatch,ملائم,مناسب,both_ال_ة,"""ويسلّم مجلسُ الأمن بالحاجة إلى إيلاء مزيد من الاهتمام المنهجي لتنفيذ الالتزاماتِ المتعلقة بالمرأة والسلام والأمن فيما يقوم به المجلس من أعمال، وذلك لضمان تعزيز مشاركة المرأة في منع نشوب النزاعات وتسويتها وفي جهود بناء السلام ومواصلة إدماج المنظورات الجنسانية الملائمة في ولايات بعثات الأمم المتحدة لحفظ السلام المعنية وفي مجالات مواضيعية أخرى ذات صلة بالسلام والأمن.","""ويسلم مجلس الأمن بالحاجة إلى إيلاء المزيد من الاهتمام المنهجي لتنفيذ التزامات المرأة في مجالي السلام والأمن في عمله لضمان تعزيز مشاركة المرأة في منع الصراعات وحلها وبناء السلام ومواصلة إدماج المنظور الجنساني المناسب في ولايات المجلس. وبعثات الأمم المتحدة لحفظ السلام ذات الصلة وكذلك في المجالات المواضيعية الأخرى ذات الصلة بالسلام والأمن.",1.0,0.7237569060773481,0.9796847105026244,0.7193460490463215,5,5,4,3,1,1,success
2012/s/prst/2012/23/9:1,en_ar_DEEP,TIER1_CLEAN_A,Terminology Substitution,المعنية,ذات الصلة,exact,"""ويسلّم مجلسُ الأمن بالحاجة إلى إيلاء مزيد من الاهتمام المنهجي لتنفيذ الالتزاماتِ المتعلقة بالمرأة والسلام والأمن فيما يقوم به المجلس من أعمال، وذلك لضمان تعزيز مشاركة المرأة في منع نشوب النزاعات وتسويتها وفي جهود بناء السلام ومواصلة إدماج المنظورات الجنسانية الملائمة في ولايات بعثات الأمم المتحدة لحفظ السلام المعنية وفي مجالات مواضيعية أخرى ذات صلة بالسلام والأمن.","""ويسلم مجلس الأمن بالحاجة إلى إيلاء المزيد من الاهتمام المنهجي لتنفيذ التزامات المرأة في مجالي السلام والأمن في عمله لضمان تعزيز مشاركة المرأة في منع الصراعات وحلها وبناء السلام ومواصلة إدماج المنظور الجنساني المناسب في ولايات المجلس. وبعثات الأمم المتحدة لحفظ السلام ذات الصلة وكذلك في المجالات المواضيعية الأخرى ذات الصلة بالسلام والأمن.",1.0,0.7333333333333334,0.9796847105026244,0.7193460490463215,5,5,4,3,1,1,success
2012/s/prst/2012/24/16:1,en_ar_DEEP,TIER1_CLEAN_A,Total Omission,تابع,[OMITTED],both_ال_تين,"""ويشيد مجلس الأمن بالجهود المبذولة في إطار عملية أتالانتا للاتحاد الأوروبي، وعمليتي تحالف الحماية (Allied Protector) ودرع المحيط (Ocean Shield) التابعتين لمنظمة حلف شمال الأطلسي، بقيادة الدول الأعضاء في المنظمة، وفرقة العمل المشتركة 151 التابعة للقوات البحرية المشتركة، بقيادة باكستان وتايلند وتركيا وجمهورية كوريا والدانمرك وسنغافورة ونيوزيلندا والولايات المتحدة، وبجهود الدول الأخرى التي تتصرف بصفتها الوطنية بالتعاون مع السلطات الصومالية وفيما بينها لقمع القرصنة وحماية السفن المعرضة للخطر التي تعبر المياه الواقعة قبالة سواحل الصومال، ويعرب عن تقديره للجهود التي تبذلها الدول الأعضاء، ومن بينها الاتحاد الروسي وجمهورية كوريا والصين وماليزيا والهند واليابان، التي نشرت سفناً و/أو طائرات في المنطقة، حسبما ورد في تقرير الأمين العام (S/2012/783).","""ويشيد مجلس الأمن بالجهود التي تبذلها عملية الاتحاد الأوروبي أتلانتا، وعمليات منظمة حلف شمال الأطلسي Allied Protector، و Ocean Shield بقيادة الدول الأعضاء في منظمة حلف شمال الأطلسي، وفرقة العمل المشتركة 151 للقوات البحرية بقيادة باكستان، وجمهورية كوريا، والدانمرك، ونيوزيلندا، وتعرب سنغافورة وتركيا وتايلند والولايات المتحدة، والدول الأخرى، التي تتصرف بصفتها الوطنية وبالتعاون مع السلطات الصومالية ومع بعضها البعض، عن قمع القرصنة وحماية السفن المعرضة للخطر التي تمر عبر المياه قبالة سواحل الصومال، وتقدر الجهود التي تبذلها الدول الأعضاء، بما فيها الاتحاد الروسي، وجمهورية كوريا، والصين، والهند، وماليزيا، واليابان، التي نشرت سفن و/أو طائرات في المنطقة، على النحو المذكور في تقرير الأمين العام (S/2012/783).",1.0,0.6702557200538358,0.9797671437263488,0.6680053547523427,5,5,3,3,1,1,success
2012/s/prst/2012/24/7:1,en_ar_DEEP,TIER1_CLEAN_A,Total Omission,الأخرى,[OMITTED],exact,"""ويدعو مجلس الأمن جميع الدول والمنظمة البحرية الدولية ومنظمة العمل الدولية والمنظمات والوكالات الدولية الأخرى ذات الصلة أن تتخذ، حسب الاقتضاء، التدابير اللازمة لمنع الاختطاف، والتدابير اللازمة لحماية مصلحة ورفاه البحارة الذين يقعون ضحية للقراصنة، أو توصي باتخاذ مثل هذه التدابير، وذلك سواء في أثناء الأسر، بتوفير المساعدات الطبية وغيرها من المساعدات الإنسانية، أو بعد إطلاق سراحهم من الأسر، بما في ذلك الرعاية بعد الحادث وإعادة إدماجهم في المجتمع، ويحيط المجلس علما في هذا الصدد بالمقترحات المتعلقة ببرنامج لدعم الرهائن وضعته الأمم المتحدة - مكتب الأمم المتحدة لخدمات المشاريع والمكتب المعني بالمخدرات والجريمة.","""ويدعو مجلس الأمن جميع الدول والمنظمة البحرية الدولية ومنظمة العمل الدولية وغيرها من المنظمات والوكالات الدولية ذات الصلة إلى اعتماد أو التوصية، حسب الاقتضاء، بتدابير لمنع عمليات الاختطاف، وتدابير لحماية مصالح ورفاهية البحارة الذين يقعون ضحايا القراصنة، سواء أثناء أسرهم من خلال تقديم المساعدة الطبية وغيرها من المساعدات الإنسانية، وكذلك بعد إطلاق سراحهم من الأسر، بما في ذلك توفير الرعاية لهم بعد وقوع الحادث وإعادة إدماجهم في المجتمع، وتحيط علما في هذا الصدد بالمقترحات المتعلقة ببرنامج لدعم الرهائن التي وضعتها الأمم المتحدة - مكتب الأمم المتحدة السياسي للصومال ومكتب الأمم المتحدة المعني بالمخدرات والجريمة.",1.0,0.7217675941080197,0.977224588394165,0.7152209492635024,5,5,4,2,1,1,success
2012/s/prst/2012/24/7:1,en_ar_DEEP,TIER1_CLEAN_A,Total Omission,الأخرى,[OMITTED],exact,"""ويدعو مجلس الأمن جميع الدول والمنظمة البحرية الدولية ومنظمة العمل الدولية والمنظمات والوكالات الدولية الأخرى ذات الصلة أن تتخذ، حسب الاقتضاء، التدابير اللازمة لمنع الاختطاف، والتدابير اللازمة لحماية مصلحة ورفاه البحارة الذين يقعون ضحية للقراصنة، أو توصي باتخاذ مثل هذه التدابير، وذلك سواء في أثناء الأسر، بتوفير المساعدات الطبية وغيرها من المساعدات الإنسانية، أو بعد إطلاق سراحهم من الأسر، بما في ذلك الرعاية بعد الحادث وإعادة إدماجهم في المجتمع، ويحيط المجلس علما في هذا الصدد بالمقترحات المتعلقة ببرنامج لدعم الرهائن وضعته الأمم المتحدة - مكتب الأمم المتحدة لخدمات المشاريع والمكتب المعني بالمخدرات والجريمة.","""ويدعو مجلس الأمن جميع الدول والمنظمة البحرية الدولية ومنظمة العمل الدولية وغيرها من المنظمات والوكالات الدولية ذات الصلة إلى اعتماد أو التوصية، حسب الاقتضاء، بتدابير لمنع عمليات الاختطاف، وتدابير لحماية مصالح ورفاهية البحارة الذين يقعون ضحايا القراصنة، سواء أثناء أسرهم من خلال تقديم المساعدة الطبية وغيرها من المساعدات الإنسانية، وكذلك بعد إطلاق سراحهم من الأسر، بما في ذلك توفير الرعاية لهم بعد وقوع الحادث وإعادة إدماجهم في المجتمع، وتحيط علما في هذا الصدد بالمقترحات المتعلقة ببرنامج لدعم الرهائن التي وضعتها الأمم المتحدة - مكتب الأمم المتحدة السياسي للصومال ومكتب الأمم المتحدة المعني بالمخدرات والجريمة.",1.0,0.7217675941080197,0.977224588394165,0.7152209492635024,5,5,4,2,1,1,success
2012/s/prst/2012/24/7:1,en_ar_DEEP,TIER1_CLEAN_A,Total Omission,الأخرى,[OMITTED],exact,"""ويدعو مجلس الأمن جميع الدول والمنظمة البحرية الدولية ومنظمة العمل الدولية والمنظمات والوكالات الدولية الأخرى ذات الصلة أن تتخذ، حسب الاقتضاء، التدابير اللازمة لمنع الاختطاف، والتدابير اللازمة لحماية مصلحة ورفاه البحارة الذين يقعون ضحية للقراصنة، أو توصي باتخاذ مثل هذه التدابير، وذلك سواء في أثناء الأسر، بتوفير المساعدات الطبية وغيرها من المساعدات الإنسانية، أو بعد إطلاق سراحهم من الأسر، بما في ذلك الرعاية بعد الحادث وإعادة إدماجهم في المجتمع، ويحيط المجلس علما في هذا الصدد بالمقترحات المتعلقة ببرنامج لدعم الرهائن وضعته الأمم المتحدة - مكتب الأمم المتحدة لخدمات المشاريع والمكتب المعني بالمخدرات والجريمة.","""ويدعو مجلس الأمن جميع الدول والمنظمة البحرية الدولية ومنظمة العمل الدولية وغيرها من المنظمات والوكالات الدولية ذات الصلة إلى اعتماد أو التوصية، حسب الاقتضاء، بتدابير لمنع عمليات الاختطاف، وتدابير لحماية مصالح ورفاهية البحارة الذين يقعون ضحايا القراصنة، سواء أثناء أسرهم من خلال تقديم المساعدة الطبية وغيرها من المساعدات الإنسانية، وكذلك بعد إطلاق سراحهم من الأسر، بما في ذلك توفير الرعاية لهم بعد وقوع الحادث وإعادة إدماجهم في المجتمع، وتحيط علما في هذا الصدد بالمقترحات المتعلقة ببرنامج لدعم الرهائن التي وضعتها الأمم المتحدة - مكتب الأمم المتحدة السياسي للصومال ومكتب الأمم المتحدة المعني بالمخدرات والجريمة.",1.0,0.7217675941080197,0.977224588394165,0.7152209492635024,5,5,4,2,1,1,success
2012/s/prst/2012/26/13:1,en_ar_DEEPL,TIER1_CLEAN_A,Total Omission,تابع,[OMITTED],both_ال_ة,"""وفي هذا الصدد، يؤكد مجلس الأمن مجدداً الحاجة الملحة إلى التعاون والتنسيق المعززين الشاملين فيما بين دول منطقتي الساحل والمغرب العربي، وفيما بين دول كل واحدة من المنطقتين، بالتعاون مع الكيانات ذات الصلة التابعة للأمم المتحدة، والشركاء الإقليميين والدوليين، من أجل مكافحة أنشطة تنظيم القاعدة في بلاد المغرب الإسلامي ومنع زيادة تقدم عناصر هذا التنظيم والجماعات المرتبطة به في منطقتي الساحل والمغرب العربي وخارجهما، وكذلك للتصدي لانتشار الأسلحة بجميع أنواعها، وأنشطة الجريمة المنظمة عبر الوطنية، بما في ذلك الأنشطة غير المشروعة مثل الاتجار بالمخدرات.","""ويؤكد مجلس الأمن مجددا، في هذا الصدد، الحاجة الملحة إلى تعزيز التعاون والتنسيق الشاملين والشاملين بين دول منطقة الساحل والمغرب العربي، وفيما بين بعضها البعض، بالتعاون مع كيانات الأمم المتحدة ذات الصلة والشركاء الإقليميين والدوليين، من أجل مكافحة أنشطة تنظيم القاعدة في بلاد المغرب الإسلامي ومنع المزيد من تقدم عناصر التنظيم والجماعات المرتبطة به في منطقتي الساحل والمغرب العربي وخارجهما، وكذلك التصدي لانتشار جميع الأسلحة والجريمة المنظمة العابرة للحدود الوطنية، بما في ذلك الأنشطة غير المشروعة مثل الاتجار بالمخدرات.",1.0,0.7495395948434622,0.9895371794700624,0.7513711151736746,5,5,4,2,1,1,success
2012/s/prst/2012/28/12:1,en_ar_DEEP,TIER1_CLEAN_A,Terminology Substitution,يهيب,يدعو,prefix_و,"""ويشير مجلس الأمن إلى أنه لا يزال يتعين تنفيذ أوامر الاعتقال الصادرة عن المحكمة الجنائية الدولية بحق جوزيف كوني، وأوكوت أوديامبو، ودومينيك أونغوين، بتهم تشمل، فيما تشمل، ارتكاب جرائم حرب وجرائم ضد الإنسانية، بما في ذلك أعمال القتل والاغتصاب وتجنيد الأطفال عن طريق الاختطاف، ويهيب بجميع الدول أن تتعاون مع السلطات الأوغندية والمحكمة الجنائية الدولية على تنفيذ تلك الأوامر، وتقديم المسؤولين عن ارتكاب هذه الفظائع إلى العدالة.","""ويشير مجلس الأمن إلى أن أوامر الاعتقال التي أصدرتها المحكمة الجنائية الدولية بحق جوزيف كوني، وأوكوت أوديامبو، ودومينيك أونغوين بتهم منها جرائم حرب وجرائم ضد الإنسانية، بما في ذلك القتل والاغتصاب وتجنيد الأطفال عن طريق الاختطاف، لم تصدر بعد حتى الآن وينبغي إنفاذها، ويدعو جميع الدول إلى التعاون مع السلطات الأوغندية والمحكمة الجنائية الدولية من أجل تنفيذ تلك الأوامر وتقديم المسؤولين عن الفظائع إلى العدالة.",1.0,0.7183770883054892,0.9748585224151612,0.7163120567375887,5,5,4,3,1,1,success
2012/s/prst/2012/28/5:6,en_ar_DEEP,TIER1_CLEAN_A,Wrong Word Order,القانون الدولي الإنساني,القانون الإنساني الدولي,exact_seq,ويشدد المجلس على ضرورة التقيد فـي جميع الأعمال العسكرية ضد جيش الرب للمقاومة بالقانون الدولي الواجب التطبيق، بما في ذلك القانون الدولي الإنساني والقانون الدولي لحقوق الإنسان والقانون الدولي للاجئين، وعلى ضرورة التقليل إلى أدنى حد من خطر إلحاق الأذى بالمدنيين في تلك المناطق.,ويؤكد المجلس على ضرورة أن تتم جميع العمليات العسكرية ضد جيش الرب للمقاومة في إطار الامتثال للقانون الدولي المعمول به، بما في ذلك القانون الإنساني الدولي وقانون حقوق الإنسان وقانون اللاجئين، والحد من خطر إلحاق الأذى بالمدنيين في تلك المناطق.,1.0,0.6613545816733069,0.9587792158126832,0.6532846715328466,5,5,4,2,1,1,success
2012/s/prst/2012/29/10:1,en_ar_DEEPL,TIER1_CLEAN_A,Terminology Substitution,يؤكد المجلس,يكرر المجلس,seq_prefix_و,"""ويذكِّر المجلس بقراره 1645 (2005) ويسلِّم بالدور الهام الذي تضطلع به لجنة بناء السلام في تعزيز ودعم اتباع نهج متكامل ومتسق لبناء السلام، بما في ذلك التشجيع على تحسين الاتساق والتواؤم بين سياسات الشركاء بشأن الاستراتيجيات والأولويات الوطنية في مجال بناء السلام.ويكرر مجلس الأمن تأكيد دعمه لعمل لجنة بناء السلام، ويعرب عن استعداده المستمر للاستفادة من الدور الاستشاري الذي تضطلع به اللجنة ومن دورها في مجالي الدعوة وحشد الموارد، بعدة سبل منها الاستعانة بمشورة محددة الهدف بشأن الالتزام الدولي والوطني بأهداف بناء السلام على المدى الطويل في البلدان المدرجة في جدول أعمال اللجنة.ويؤكد المجلس كذلك أهمية دور لجنة بناء السلام في دعم الانتقال السلس للبعثات التي صدر بها تكليف في البلدان المدرجة في جدول أعمالها، ولا سيما من خلال تعبئة الدعم الدولي المستدام للاحتياجات من القدرات ذات الأهمية الحيوية على الصعيد الوطني.","""ويشير مجلس الأمن إلى قراره 1645 (2005) ويسلم بالدور الهام الذي تضطلع به لجنة بناء السلام في تعزيز ودعم اتباع نهج متكامل ومتسق لبناء السلام، بما في ذلك تعزيز اتساق ومواءمة سياسات الشركاء حول الاستراتيجيات والأولويات الوطنية لبناء السلام. ويكرر المجلس تأكيد دعمه لعمل اللجنة ويعرب عن استعداده المستمر للاستفادة من دورها الاستشاري والدعوة وتعبئة الموارد، بما في ذلك من خلال إسداء المشورة المحددة الأهداف بشأن الالتزام الدولي والوطني بأهداف بناء السلام الطويلة الأجل في البلدان المدرجة في جدول أعمال اللجنة. ويشدد المجلس كذلك على دور لجنة بناء السلام في دعم الانتقال السلس للبعثات التي صدر بها تكليف في البلدان المدرجة في جدول أعمالها، ولا سيما من خلال تعبئة الدعم الدولي المستمر للاحتياجات الوطنية الحاسمة من القدرات.",1.0,0.7324999999999999,0.9828457832336426,0.7546239210850801,5,5,5,2,1,1,success
2012/s/prst/2012/29/16:1,en_ar_DEEP,TIER1_CLEAN_A,Terminology Substitution,المعنية,ذات الصلة,exact,"""ويسلِّم مجلس الأمن بأهمية الدور الذي تضطلع به المرأة في منع نشوب النـزاعات وتسويتها وفي بناء السلام، ويشدد على الدور الأساسي لحكومات البلدان المتضررة من النـزاعات المسلحة، لتعزيز مشاركة المرأة في منع نشوب النـزاعات وتسويتها وفي بناء السلام في إطار برنامج المرأة والسلام والأمن، بما في ذلك عن طريق استشارة المنظمات النسائية المعنية منذ المراحل المبكرة لأعمال التخطيط وتحديد الأولويات.","""ويعترف مجلس الأمن بالدور المهم للمرأة في منع النزاعات وحلها وفي بناء السلام، ويؤكد على الدور الأساسي للحكومات الوطنية المتضررة من النزاعات المسلحة في تعزيز مشاركة المرأة في منع النزاعات وحلها وفي بناء السلام في إطار أجندة المرأة والسلام والأمن، بما في ذلك من خلال التشاور مع المنظمات النسائية ذات الصلة منذ المراحل الأولى للتخطيط وتحديد الأولويات.",1.0,0.7745358090185677,0.9479414820671082,0.7604166666666666,5,5,4,3,1,1,success
2012/s/pv_6709/128:4,en_ar_DEEP,TIER1_CLEAN_A,Total Omission,حالة,[OMITTED],prefix_لل,وسوف يتنامى الأثر السلبي للحالة الليبية، الأمر الذي يشكل تهديدا لاستمرار السلام والاستقرار في المنطقة. وتعرب الصين عن بالغ قلقها في هذا الصدد.,وسيستمر التأثير السلبي للوضع الليبي في التزايد، مما يشكل تهديدا مستمرا للسلام والاستقرار في المنطقة. وتعرب الصين عن قلقها البالغ في هذا الصدد.,1.0,0.7253521126760563,0.9596807956695556,0.7183098591549295,5,5,5,2,1,1,success
2012/s/pv_6709/154:1,en_ar_DEEP,TIER1_CLEAN_A,Total Omission,حالة,[OMITTED],exact,إن استمرار حالة انعدام الاستقرار في منطقة الساحل له آثار تتجاوز البلدان الأكثر تضررا بشكل مباشر.,إن استمرار عدم الاستقرار في منطقة الساحل له آثار تتجاوز بكثير البلدان الأكثر تأثراً بشكل مباشر.,1.0,0.8631578947368421,0.9749890565872192,0.8229166666666666,5,5,5,2,1,1,success
2012/s/pv_6709/188:3,en_ar_DEEP,TIER1_CLEAN_A,Total Omission,حالة,[OMITTED],prefix_ال,وبينما اتخذ قادة المنطقة تدابير جريئة لمكافحة هذه الآفة، نشبت الأزمة الليبية وأدت إلى تفاقم الحالة.,وبينما اتخذ زعماء المنطقة إجراءات جريئة لمكافحة تلك الآفة، نشأت الأزمة الليبية وأدت إلى تفاقم الوضع.,1.0,0.8200000000000001,0.9874386787414552,0.81,1,5,5,2,1,1,success
2012/s/pv_6709/225:2,en_ar_DEEP,TIER1_CLEAN_A,Total Omission,حالة,[OMITTED],prefix_ال,ومع ذلك، لا تزال الحالة تشكل مصدر قلق، نظرا لطول الحدود التي تفصل بين بلدينا، والتي يصعب ممارسة السيطرة عليها.,ومع ذلك، لا يزال الوضع مثيرا للقلق نظرا للحدود الطويلة التي تفصل بين بلدينا، والتي يصعب ممارسة السيطرة عليها.,1.0,0.8073394495412844,0.9730991125106812,0.7727272727272727,5,5,5,2,1,1,success
2012/s/pv_6722__resumption_1_/404:1,en_ar_DEEP,TIER1_CLEAN_A,Register Mismatch,ملائم,مناسب,prefix_ال,السيد موساييف (أذربيجان) (تكلم بالإنكليزية): بادئ ذي بدء، أود أن أعتذر عن طلب الكلمة مرة أخرى، إذ رأينا أنه سيكون من غير الملائم وغير المثمر تجاهل التعليقات التي أدلى بها ممثل أرمينيا ومحاولته تضليل مجلس الأمن ليسكت عنها.,السيد موساييف (أذربيجان) (تكلم بالإنكليزية): بادئ ذي بدء، أود أن أعتذر عن طلب الكلمة مرة أخرى. لقد رأينا أنه سيكون من غير المناسب وغير المجدي تجاهل التعليقات التي أدلى بها ممثل أرمينيا ومحاولته تضليل مجلس الأمن في صمت.,1.0,0.9305555555555556,0.9805012941360474,0.918552036199095,5,5,5,2,1,1,success
2012/s/pv_6729/324:1,en_ar_DEEPL,TIER1_CLEAN_A,Total Omission,حالة,[OMITTED],prefix_ال,وما فتئت الحالة الإنسانية في الصومال مصدر قلق رئيسي.,لا يزال الوضع الإنساني في الصومال مصدر قلق كبير.,1.0,0.7083333333333333,0.9297220706939696,0.7115384615384616,5,5,5,1,1,1,success
2012/s/pv_6729/340:2,en_ar_DEEP,TIER1_CLEAN_A,Total Omission,حالة,[OMITTED],exact,ومع ذلك، ما زالت هناك مخاوف في ما يتعلق بـ 2.3 مليون شخص لا يزالون يعيشون في حالة متأزمة.,ومع ذلك، لا تزال المخاوف قائمة فيما يتعلق بـ 2.3 مليون شخص ما زالوا يعانون من الأزمة.,1.0,0.7176470588235294,0.9678502082824708,0.7078651685393258,5,5,5,2,1,1,success
